input,output,instruction,data_source
,"The project aimed at detecting and blocking obscene content online is a web browser-based intelligent kernel tool.. It is coordinated by prof.. P.. Nagabhushan, dr.. Satish kr.. Singh, and dr.. Mohammed javed, funded by bpr&d, and runs from 2020 to 2022.","Which project at iiit-allahabad is aimed at detecting and blocking obscene content online, and who are the coordinators?",ACADEMIC PROJECTS
,"The development of application oriented ai systems project at iiit-allahabad aims to create ai systems tailored for specific applications.. The project is coordinated by prof.. U.s.. Tiwary, dr.. Bibhash ghosal, and dr.. Jagpreet singh, with funding from meity, and is scheduled to run from 2020 to 2023.","What are the goals of the development of application oriented ai systems project at iiit-allahabad, and who are involved?",ACADEMIC PROJECTS
,"The project focused on fingerprint analysis at iiit-allahabad utilizes sensor networks and the internet of things to enhance fingerprint analysis technologies.. Prof.. Shirshu varma is leading this initiative, with sponsorship from pragmalytics technologies.",Can you describe the project focused on fingerprint analysis using sensor networks at iiit-allahabad?,ACADEMIC PROJECTS
,"The development of kit for simultaneous isolation of viral rna project at iiit-allahabad is focused on creating a kit that uses magnetic nanoprobes for rna isolation and rapid detection of novel coronavirus using highly luminescent gold nanoclusters.. It is led by dr.. Amaresh kumar sahoo, funded by the dbt, and spans the year 2020-21.","What is the development of kit for simultaneous isolation of viral rna project about, and who is leading it?",ACADEMIC PROJECTS
,"The institute offers four-year, full-time residential b.tech.. Degree programs in information technology, electronics and communications engineering, and information technology with specialisation in business informatics.",What b.tech.. Programs does the institute offer and what is their duration?,ACADEMIC ADMISSIONS
,Admissions to the b.tech.. Programs are based on jee mains scores and are processed through csab.. Applicants must have passed class xii as per jee mains criteria.,What are the admission criteria for the b.tech.. Programs at the institute?,ACADEMIC ADMISSIONS
,There are a total of 267 seats available for the b.tech.. In information technology program.,How many total seats are available for the b.tech.. In information technology program?,ACADEMIC ADMISSIONS
,The b.tech.. In electronics and communications engineering program has a total of 132 seats.,What is the total seat allocation for the b.tech.. In electronics and communications engineering (ece) program?,ACADEMIC ADMISSIONS
,"The b.tech.. In information technology with specialisation in business informatics has a total of 40 seats, distributed among various categories including general, ews, obc, sc, st, and different pwd categories.",How does the seat matrix break down for the b.tech.. In information technology with specialisation in business informatics?,ACADEMIC ADMISSIONS
,1999,What year was IIIT-Allahabad founded?,IIIT-Allahabad Detailed Information
,M. D. Tiwari,Who was the first director of IIIT-Allahabad?,IIIT-Allahabad Detailed Information
,2000,When was IIIT-Allahabad declared a deemed university?,IIIT-Allahabad Detailed Information
,The IIIT Act of 2014,Under what act was IIIT-Allahabad classified as an Institute of National Importance?,IIIT-Allahabad Detailed Information
